,index,st_id,sale_time,subject,money
1827,4,2,2020-03-18 09:55:35,math,3.0
1828,9,8,2020-03-18 10:12:15,math,3.0
1829,9,8,2020-03-18 10:28:55,math,1.5
1830,1,15,2020-03-18 10:45:35,math,0.5
1831,6,14,2020-03-18 11:02:15,biology,3.0
1832,4,2,2020-03-18 11:18:55,math,0.7
1833,7,31,2020-03-18 11:35:35,math,1.5
1834,2,19,2020-03-18 11:52:15,math,0.5
1835,6,14,2020-03-18 12:08:55,math,1.5
1836,9,8,2020-03-18 12:25:35,math,3.0
1837,9,8,2020-03-18 12:42:15,math,0.7
1838,6,14,2020-03-18 12:58:55,math,0.7
1839,4,2,2020-03-18 13:15:35,math,3.0
1840,6,14,2020-03-18 13:32:15,math,1.5
1841,3,39,2020-03-18 13:48:55,math,0.7
1842,9,8,2020-03-18 14:05:35,math,3.0
1843,9,8,2020-03-18 14:22:15,math,0.5
1844,9,8,2020-03-18 14:38:55,math,0.5
1845,3,39,2020-03-18 14:55:35,biology,1.5
1846,1,15,2020-03-18 15:12:15,math,3.0
1847,0,35,2020-03-18 15:28:55,math,1.5
1848,4,2,2020-03-18 15:45:35,math,1.5
1849,1,15,2020-03-18 16:02:15,math,2.9
1850,9,8,2020-03-18 16:18:55,math,0.5
1851,7,31,2020-03-18 16:35:35,math,3.0
1852,2,19,2020-03-18 16:52:15,math,0.7
1853,5,30,2020-03-18 17:08:55,math,0.5
1854,5,30,2020-03-18 17:25:35,math,2.9
1855,7,31,2020-03-18 17:42:15,math,2.9
1856,8,3,2020-03-18 17:58:55,biology,0.5
1857,0,35,2020-03-18 18:15:35,math,0.7
1858,0,35,2020-03-18 18:32:15,math,0.7
1859,2,19,2020-03-18 18:48:55,math,3.0
1860,8,3,2020-03-18 19:05:35,math,0.5
1861,8,3,2020-03-18 19:22:15,math,1.5
1862,1,15,2020-03-18 19:38:55,math,1.5
1863,2,19,2020-03-18 19:55:35,math,0.7
1864,5,30,2020-03-18 20:12:15,math,2.9
1865,6,14,2020-03-18 20:28:55,math,0.7
1866,2,19,2020-03-18 20:45:35,math,1.5
1867,5,30,2020-03-18 21:02:15,math,1.5
1868,3,39,2020-03-18 21:18:55,math,3.0
1869,0,35,2020-03-18 21:35:35,math,2.9
1870,7,31,2020-03-18 21:52:15,math,1.5
1871,0,35,2020-03-18 22:08:55,biology,0.5
1872,8,3,2020-03-18 22:25:35,math,0.5
1873,5,30,2020-03-18 22:42:15,math,0.7
1874,8,3,2020-03-18 22:58:55,math,3.0
1875,3,39,2020-03-18 23:15:35,math,3.0
1876,5,30,2020-03-18 23:32:15,math,0.7
1877,3,39,2020-03-18 23:48:55,math,2.9
1878,2,19,2020-03-19 00:05:35,math,0.7
1879,6,14,2020-03-19 00:22:15,math,2.9
1880,5,30,2020-03-19 00:38:55,math,1.5
1881,2,19,2020-03-19 00:55:35,math,3.0
1882,6,14,2020-03-19 01:12:15,biology,1.5
1883,2,19,2020-03-19 01:28:55,math,1.5
1884,5,30,2020-03-19 01:45:35,biology,2.9
1885,7,31,2020-03-19 02:02:15,math,2.9
1886,1,15,2020-03-19 02:18:55,math,3.0
1887,5,30,2020-03-19 02:35:35,math,2.9
1888,9,8,2020-03-19 02:52:15,math,0.7
1889,2,19,2020-03-19 03:08:55,math,0.7
1890,4,2,2020-03-19 03:25:35,math,3.0
1891,5,30,2020-03-19 03:42:15,math,1.5
1892,1,15,2020-03-19 03:58:55,math,3.0
1893,8,3,2020-03-19 04:15:35,biology,0.7
1894,9,8,2020-03-19 04:32:15,math,1.5
1895,9,8,2020-03-19 04:48:55,math,1.5
1896,0,35,2020-03-19 05:05:35,math,2.9
1897,8,3,2020-03-19 05:22:15,biology,3.0
1898,0,35,2020-03-19 05:38:55,math,1.5
1899,1,15,2020-03-19 05:55:35,math,1.5
1900,0,35,2020-03-19 06:12:15,math,2.9
1901,7,31,2020-03-19 06:28:55,math,0.7
1902,1,15,2020-03-19 06:45:35,math,2.9
1903,8,3,2020-03-19 07:02:15,math,2.9
1904,5,30,2020-03-19 07:18:55,math,2.9
1905,3,39,2020-03-19 07:35:35,math,3.0
1906,9,8,2020-03-19 07:52:15,math,0.7
1907,4,2,2020-03-19 08:08:55,math,2.9
1908,0,35,2020-03-19 08:25:35,math,2.9
1909,2,19,2020-03-19 08:42:15,math,0.7
1910,0,35,2020-03-19 08:58:55,math,0.5
1911,9,8,2020-03-19 09:15:35,math,0.7
1912,9,8,2020-03-19 09:32:15,math,1.5
1913,7,31,2020-03-19 09:48:55,math,0.7
1914,7,31,2020-03-19 10:05:35,biology,2.9
1915,2,19,2020-03-19 10:22:15,math,2.9
1916,8,3,2020-03-19 10:38:55,math,1.5
1917,8,3,2020-03-19 10:55:35,math,0.7
1918,9,8,2020-03-19 11:12:15,math,3.0
1919,9,8,2020-03-19 11:28:55,biology,2.9
1920,6,14,2020-03-19 11:45:35,math,0.7
1921,4,2,2020-03-19 12:02:15,math,0.5
1922,6,14,2020-03-19 12:18:55,math,1.5
1923,2,19,2020-03-19 12:35:35,math,1.5
1924,2,19,2020-03-19 12:52:15,math,2.9
1925,3,39,2020-03-19 13:08:55,math,0.5
1926,2,19,2020-03-19 13:25:35,math,2.9
1927,0,35,2020-03-19 13:42:15,math,0.5
1928,1,15,2020-03-19 13:58:55,math,0.5
1929,9,8,2020-03-19 14:15:35,biology,1.5
1930,4,2,2020-03-19 14:32:15,math,1.5
1931,9,8,2020-03-19 14:48:55,math,0.7
1932,8,3,2020-03-19 15:05:35,math,0.5
1933,1,15,2020-03-19 15:22:15,math,3.0
1934,7,31,2020-03-19 15:38:55,math,2.9
1935,2,19,2020-03-19 15:55:35,math,0.5
1936,8,3,2020-03-19 16:12:15,math,0.7
1937,9,8,2020-03-19 16:28:55,math,0.5
1938,2,19,2020-03-19 16:45:35,math,3.0
1939,6,14,2020-03-19 17:02:15,math,0.5
1940,8,3,2020-03-19 17:18:55,math,1.5
1941,6,14,2020-03-19 17:35:35,biology,3.0
1942,0,35,2020-03-19 17:52:15,math,1.5
1943,9,8,2020-03-19 18:08:55,math,2.9
1944,3,39,2020-03-19 18:25:35,math,0.5
1945,2,19,2020-03-19 18:42:15,math,2.9
1946,2,19,2020-03-19 18:58:55,math,0.7
1947,8,3,2020-03-19 19:15:35,math,1.5
1948,0,35,2020-03-19 19:32:15,math,1.5
1949,2,19,2020-03-19 19:48:55,math,1.5
1950,2,19,2020-03-19 20:05:35,math,3.0
1951,1,15,2020-03-19 20:22:15,math,0.5
1952,8,3,2020-03-19 20:38:55,math,2.9
1953,4,2,2020-03-19 20:55:35,math,1.5
1954,4,2,2020-03-19 21:12:15,math,0.5
1955,9,8,2020-03-19 21:28:55,math,3.0
1956,3,39,2020-03-19 21:45:35,math,2.9
1957,6,14,2020-03-19 22:02:15,math,2.9
1958,6,14,2020-03-19 22:18:55,math,0.7
1959,6,14,2020-03-19 22:35:35,math,2.9
1960,3,39,2020-03-19 22:52:15,math,0.5
1961,9,8,2020-03-19 23:08:55,math,0.7
1962,2,19,2020-03-19 23:25:35,math,1.5
1963,8,3,2020-03-19 23:42:15,math,1.5
1964,9,8,2020-03-19 23:58:55,math,0.5
1965,3,39,2020-03-20 00:15:35,math,2.9
1966,8,3,2020-03-20 00:32:15,math,2.9
1967,2,19,2020-03-20 00:48:55,math,1.5
1968,0,35,2020-03-20 01:05:35,math,0.5
1969,0,35,2020-03-20 01:22:15,math,1.5
1970,0,35,2020-03-20 01:38:55,math,0.5
1971,5,30,2020-03-20 01:55:35,math,2.9
1972,1,15,2020-03-20 02:12:15,math,2.9
1973,2,19,2020-03-20 02:28:55,math,2.9
1974,5,30,2020-03-20 02:45:35,math,0.5
1975,6,14,2020-03-20 03:02:15,math,3.0
1976,8,3,2020-03-20 03:18:55,math,0.5
1977,0,35,2020-03-20 03:35:35,math,0.7
1978,9,8,2020-03-20 03:52:15,biology,1.5
1979,3,39,2020-03-20 04:08:55,math,0.7
1980,4,2,2020-03-20 04:25:35,biology,2.9
1981,6,14,2020-03-20 04:42:15,math,3.0
1982,2,19,2020-03-20 04:58:55,math,0.7
1983,0,35,2020-03-20 05:15:35,math,3.0
1984,4,2,2020-03-20 05:32:15,math,1.5
1985,2,19,2020-03-20 05:48:55,math,1.5
1986,1,15,2020-03-20 06:05:35,math,3.0
1987,7,31,2020-03-20 06:22:15,math,2.9
1988,2,19,2020-03-20 06:38:55,math,2.9
1989,2,19,2020-03-20 06:55:35,math,3.0
1990,7,31,2020-03-20 07:12:15,math,0.7
1991,5,30,2020-03-20 07:28:55,math,1.5
1992,9,8,2020-03-20 07:45:35,math,0.7
1993,2,19,2020-03-20 08:02:15,biology,1.5
1994,8,3,2020-03-20 08:18:55,math,2.9
1995,9,8,2020-03-20 08:35:35,math,0.5
1996,4,2,2020-03-20 08:52:15,math,0.5
1997,3,39,2020-03-20 09:08:55,math,3.0
1998,4,2,2020-03-20 09:25:35,math,3.0
1999,5,30,2020-03-20 09:42:15,math,2.9
2000,8,3,2020-03-20 09:58:55,math,3.0
2001,3,39,2020-03-20 10:15:35,math,2.9
2002,8,3,2020-03-20 10:32:15,math,0.7
2003,3,39,2020-03-20 10:48:55,math,0.5
2004,3,39,2020-03-20 11:05:35,math,3.0
2005,3,39,2020-03-20 11:22:15,math,0.7
2006,4,2,2020-03-20 11:38:55,math,1.5
2007,8,3,2020-03-20 11:55:35,math,0.7
2008,3,39,2020-03-20 12:12:15,math,0.7
2009,2,19,2020-03-20 12:28:55,math,3.0
2010,8,3,2020-03-20 12:45:35,math,0.7
2011,4,2,2020-03-20 13:02:15,math,1.5
2012,9,8,2020-03-20 13:18:55,biology,0.5
2013,8,3,2020-03-20 13:35:35,biology,2.9
2014,1,15,2020-03-20 13:52:15,math,0.5
2015,9,8,2020-03-20 14:08:55,math,3.0
2016,5,30,2020-03-20 14:25:35,math,3.0
2017,1,15,2020-03-20 14:42:15,math,0.7
2018,8,3,2020-03-20 14:58:55,biology,0.7
2019,2,19,2020-03-20 15:15:35,biology,0.7
2020,1,15,2020-03-20 15:32:15,math,0.5
2021,4,2,2020-03-20 15:48:55,math,2.9
2022,9,8,2020-03-20 16:05:35,math,2.9
2023,4,2,2020-03-20 16:22:15,math,3.0
2024,5,30,2020-03-20 16:38:55,math,0.5
2025,9,8,2020-03-20 16:55:35,math,3.0
2026,1,15,2020-03-20 17:12:15,math,3.0
2027,3,39,2020-03-20 17:28:55,math,0.5
2028,6,14,2020-03-20 17:45:35,math,0.5
2029,4,2,2020-03-20 18:02:15,math,0.5
2030,4,2,2020-03-20 18:18:55,math,0.5
2031,1,15,2020-03-20 18:35:35,math,1.5
2032,2,19,2020-03-20 18:52:15,math,0.7
2033,7,31,2020-03-20 19:08:55,math,2.9
2034,7,31,2020-03-20 19:25:35,math,0.5
2035,0,35,2020-03-20 19:42:15,math,0.5
2036,4,2,2020-03-20 19:58:55,math,1.5
2037,2,19,2020-03-20 20:15:35,math,0.5
2038,7,31,2020-03-20 20:32:15,biology,1.5
2039,0,35,2020-03-20 20:48:55,math,3.0
2040,9,8,2020-03-20 21:05:35,math,3.0
2041,6,14,2020-03-20 21:22:15,math,0.5
2042,8,3,2020-03-20 21:38:55,math,2.9
2043,5,30,2020-03-20 21:55:35,math,3.0
2044,8,3,2020-03-20 22:12:15,math,2.9
2045,5,30,2020-03-20 22:28:55,math,0.5
2046,8,3,2020-03-20 22:45:35,math,0.7
2047,0,35,2020-03-20 23:02:15,math,2.9
2048,6,14,2020-03-20 23:18:55,biology,0.5
2049,3,39,2020-03-20 23:35:35,math,3.0
2050,1,15,2020-03-20 23:52:15,biology,3.0
2051,6,14,2020-03-21 00:08:55,math,0.5
2052,8,3,2020-03-21 00:25:35,math,3.0
2053,5,30,2020-03-21 00:42:15,math,2.9
2054,3,39,2020-03-21 00:58:55,math,1.5
2055,6,14,2020-03-21 01:15:35,math,0.5
2056,1,15,2020-03-21 01:32:15,math,0.5
2057,1,15,2020-03-21 01:48:55,math,2.9
2058,3,39,2020-03-21 02:05:35,math,0.7
2059,2,19,2020-03-21 02:22:15,math,2.9
2060,9,8,2020-03-21 02:38:55,math,0.5
2061,7,31,2020-03-21 02:55:35,math,0.5
2062,2,19,2020-03-21 03:12:15,math,3.0
2063,7,31,2020-03-21 03:28:55,math,0.5
2064,4,2,2020-03-21 03:45:35,math,0.7
2065,3,39,2020-03-21 04:02:15,math,0.7
2066,8,3,2020-03-21 04:18:55,math,1.5
2067,1,15,2020-03-21 04:35:35,math,2.9
2068,5,30,2020-03-21 04:52:15,math,0.7
2069,2,19,2020-03-21 05:08:55,math,2.9
2070,7,31,2020-03-21 05:25:35,math,1.5
2071,5,30,2020-03-21 05:42:15,math,2.9
2072,7,31,2020-03-21 05:58:55,biology,1.5
2073,8,3,2020-03-21 06:15:35,math,3.0
2074,9,8,2020-03-21 06:32:15,math,3.0
2075,4,2,2020-03-21 06:48:55,math,1.5
2076,7,31,2020-03-21 07:05:35,math,0.5
2077,7,31,2020-03-21 07:22:15,math,1.5
2078,6,14,2020-03-21 07:38:55,math,1.5
2079,5,30,2020-03-21 07:55:35,math,0.5
2080,7,31,2020-03-21 08:12:15,math,0.7
2081,4,2,2020-03-21 08:28:55,biology,0.7
2082,3,39,2020-03-21 08:45:35,math,2.9
2083,4,2,2020-03-21 09:02:15,math,0.5
2084,9,8,2020-03-21 09:18:55,math,0.5
2085,4,2,2020-03-21 09:35:35,math,0.7
2086,9,8,2020-03-21 09:52:15,math,1.5
2087,5,30,2020-03-21 10:08:55,math,3.0
2088,7,31,2020-03-21 10:25:35,math,1.5
2089,0,35,2020-03-21 10:42:15,math,2.9
2090,7,31,2020-03-21 10:58:55,math,2.9
2091,5,30,2020-03-21 11:15:35,math,1.5
2092,8,3,2020-03-21 11:32:15,math,1.5
2093,8,3,2020-03-21 11:48:55,math,1.5
2094,5,30,2020-03-21 12:05:35,math,0.5
2095,5,30,2020-03-21 12:22:15,math,3.0
2096,6,14,2020-03-21 12:38:55,math,0.7
2097,7,31,2020-03-21 12:55:35,biology,0.5
2098,7,31,2020-03-21 13:12:15,math,2.9
2099,8,3,2020-03-21 13:28:55,math,2.9
2100,8,3,2020-03-21 13:45:35,biology,2.9
2101,6,14,2020-03-21 14:02:15,math,0.5
2102,2,19,2020-03-21 14:18:55,biology,3.0
2103,8,3,2020-03-21 14:35:35,math,0.5
2104,7,31,2020-03-21 14:52:15,math,0.5
2105,3,39,2020-03-21 15:08:55,math,3.0
2106,2,19,2020-03-21 15:25:35,math,0.5
2107,9,8,2020-03-21 15:42:15,math,1.5
2108,6,14,2020-03-21 15:58:55,math,0.5
2109,8,3,2020-03-21 16:15:35,math,0.7
2110,6,14,2020-03-21 16:32:15,math,1.5
2111,7,31,2020-03-21 16:48:55,math,0.5
2112,9,8,2020-03-21 17:05:35,biology,0.7
2113,5,30,2020-03-21 17:22:15,math,0.5
2114,8,3,2020-03-21 17:38:55,math,0.7
2115,5,30,2020-03-21 17:55:35,math,2.9
2116,8,3,2020-03-21 18:12:15,math,0.5
2117,6,14,2020-03-21 18:28:55,math,3.0
2118,1,15,2020-03-21 18:45:35,math,2.9
2119,6,14,2020-03-21 19:02:15,math,1.5
2120,5,30,2020-03-21 19:18:55,math,3.0
2121,1,15,2020-03-21 19:35:35,math,0.5
2122,5,30,2020-03-21 19:52:15,math,0.5
2123,4,2,2020-03-21 20:08:55,math,0.7
2124,8,3,2020-03-21 20:25:35,math,0.5
2125,9,8,2020-03-21 20:42:15,math,0.5
2126,1,15,2020-03-21 20:58:55,math,3.0
2127,9,8,2020-03-21 21:15:35,math,1.5
2128,7,31,2020-03-21 21:32:15,biology,1.5
2129,0,35,2020-03-21 21:48:55,math,2.9
2130,5,30,2020-03-21 22:05:35,math,0.5
2131,9,8,2020-03-21 22:22:15,biology,2.9
2132,3,39,2020-03-21 22:38:55,math,0.7
2133,1,15,2020-03-21 22:55:35,math,2.9
2134,3,39,2020-03-21 23:12:15,math,2.9
2135,2,19,2020-03-21 23:28:55,math,3.0
2136,1,15,2020-03-21 23:45:35,biology,0.7
2137,3,39,2020-03-22 00:02:15,biology,0.5
2138,9,8,2020-03-22 00:18:55,math,0.7
2139,4,2,2020-03-22 00:35:35,biology,1.5
2140,5,30,2020-03-22 00:52:15,math,2.9
2141,8,3,2020-03-22 01:08:55,math,0.5
2142,1,15,2020-03-22 01:25:35,math,3.0
2143,9,8,2020-03-22 01:42:15,math,3.0
2144,7,31,2020-03-22 01:58:55,math,0.5
2145,5,30,2020-03-22 02:15:35,math,0.5
2146,2,19,2020-03-22 02:32:15,math,1.5
2147,0,35,2020-03-22 02:48:55,math,0.5
2148,3,39,2020-03-22 03:05:35,math,0.7
2149,0,35,2020-03-22 03:22:15,math,2.9
2150,3,39,2020-03-22 03:38:55,math,2.9
2151,5,30,2020-03-22 03:55:35,math,3.0
2152,7,31,2020-03-22 04:12:15,math,0.7
2153,0,35,2020-03-22 04:28:55,biology,2.9
2154,6,14,2020-03-22 04:45:35,math,3.0
2155,3,39,2020-03-22 05:02:15,math,3.0
2156,2,19,2020-03-22 05:18:55,math,0.5
2157,9,8,2020-03-22 05:35:35,math,2.9
2158,2,19,2020-03-22 05:52:15,math,1.5
2159,0,35,2020-03-22 06:08:55,math,1.5
2160,8,3,2020-03-22 06:25:35,math,0.7
2161,0,35,2020-03-22 06:42:15,math,0.5
2162,4,2,2020-03-22 06:58:55,math,0.5
2163,8,3,2020-03-22 07:15:35,math,3.0
2164,0,35,2020-03-22 07:32:15,math,1.5
2165,4,2,2020-03-22 07:48:55,math,0.7
2166,8,3,2020-03-22 08:05:35,math,1.5
2167,6,14,2020-03-22 08:22:15,math,3.0
2168,2,19,2020-03-22 08:38:55,math,0.7
2169,4,2,2020-03-22 08:55:35,math,0.7
2170,9,8,2020-03-22 09:12:15,math,0.5
2171,0,35,2020-03-22 09:28:55,math,0.7
2172,6,14,2020-03-22 09:45:35,math,2.9
2173,4,2,2020-03-22 10:02:15,math,0.7
2174,1,15,2020-03-22 10:18:55,biology,2.9
2175,5,30,2020-03-22 10:35:35,math,2.9
2176,6,14,2020-03-22 10:52:15,math,1.5
2177,0,35,2020-03-22 11:08:55,math,0.7
2178,1,15,2020-03-22 11:25:35,math,0.5
2179,8,3,2020-03-22 11:42:15,math,3.0
2180,9,8,2020-03-22 11:58:55,math,0.5
2181,6,14,2020-03-22 12:15:35,math,3.0
2182,3,39,2020-03-22 12:32:15,math,1.5
2183,2,19,2020-03-22 12:48:55,math,0.5
2184,3,39,2020-03-22 13:05:35,math,3.0
2185,4,2,2020-03-22 13:22:15,biology,2.9
2186,3,39,2020-03-22 13:38:55,math,3.0
2187,9,8,2020-03-22 13:55:35,biology,0.7
2188,8,3,2020-03-22 14:12:15,math,0.5
2189,5,30,2020-03-22 14:28:55,math,3.0
2190,2,19,2020-03-22 14:45:35,math,0.5
2191,6,14,2020-03-22 15:02:15,biology,1.5
2192,9,8,2020-03-22 15:18:55,math,0.5
2193,6,14,2020-03-22 15:35:35,math,0.7
2194,8,3,2020-03-22 15:52:15,math,1.5
2195,2,19,2020-03-22 16:08:55,math,0.5
2196,1,15,2020-03-22 16:25:35,math,0.5
2197,6,14,2020-03-22 16:42:15,math,2.9
2198,9,8,2020-03-22 16:58:55,math,0.7
2199,2,19,2020-03-22 17:15:35,math,3.0
2200,4,2,2020-03-22 17:32:15,math,0.5
2201,2,19,2020-03-22 17:48:55,math,1.5
2202,9,8,2020-03-22 18:05:35,math,3.0
2203,8,3,2020-03-22 18:22:15,math,0.5
2204,8,3,2020-03-22 18:38:55,biology,1.5
2205,6,14,2020-03-22 18:55:35,biology,0.5
2206,6,14,2020-03-22 19:12:15,biology,1.5
2207,0,35,2020-03-22 19:28:55,math,1.5
2208,6,14,2020-03-22 19:45:35,math,1.5
2209,0,35,2020-03-22 20:02:15,math,2.9
2210,1,15,2020-03-22 20:18:55,math,0.5
2211,7,31,2020-03-22 20:35:35,math,1.5
2212,5,30,2020-03-22 20:52:15,math,0.5
2213,9,8,2020-03-22 21:08:55,math,0.7
2214,9,8,2020-03-22 21:25:35,math,3.0
2215,1,15,2020-03-22 21:42:15,math,2.9
2216,4,2,2020-03-22 21:58:55,math,0.7
2217,6,14,2020-03-22 22:15:35,math,0.5
2218,3,39,2020-03-22 22:32:15,math,2.9
2219,3,39,2020-03-22 22:48:55,biology,0.5
2220,9,8,2020-03-22 23:05:35,math,0.7
2221,1,15,2020-03-22 23:22:15,biology,3.0
2222,5,30,2020-03-22 23:38:55,math,1.5
2223,4,2,2020-03-22 23:55:35,biology,1.5
2224,6,14,2020-03-23 00:12:15,math,1.5
2225,6,14,2020-03-23 00:28:55,math,3.0
2226,2,19,2020-03-23 00:45:35,math,3.0
2227,6,14,2020-03-23 01:02:15,math,0.5
2228,5,30,2020-03-23 01:18:55,math,2.9
2229,3,39,2020-03-23 01:35:35,math,3.0
2230,8,3,2020-03-23 01:52:15,biology,3.0
2231,8,3,2020-03-23 02:08:55,math,0.7
2232,1,15,2020-03-23 02:25:35,math,3.0
2233,2,19,2020-03-23 02:42:15,math,2.9
2234,4,2,2020-03-23 02:58:55,math,0.5
2235,3,39,2020-03-23 03:15:35,math,2.9
2236,2,19,2020-03-23 03:32:15,math,0.5
2237,3,39,2020-03-23 03:48:55,math,0.5
2238,1,15,2020-03-23 04:05:35,math,3.0
2239,9,8,2020-03-23 04:22:15,math,0.5
2240,7,31,2020-03-23 04:38:55,math,1.5
2241,5,30,2020-03-23 04:55:35,math,0.7
2242,3,39,2020-03-23 05:12:15,math,2.9
2243,3,39,2020-03-23 05:28:55,biology,0.7
2244,1,15,2020-03-23 05:45:35,math,1.5
2245,6,14,2020-03-23 06:02:15,math,2.9
2246,5,30,2020-03-23 06:18:55,math,2.9
2247,0,35,2020-03-23 06:35:35,math,3.0
2248,6,14,2020-03-23 06:52:15,math,1.5
2249,6,14,2020-03-23 07:08:55,biology,0.5
2250,3,39,2020-03-23 07:25:35,biology,2.9
2251,7,31,2020-03-23 07:42:15,math,3.0
2252,0,35,2020-03-23 07:58:55,math,0.5
2253,3,39,2020-03-23 08:15:35,math,0.5
2254,8,3,2020-03-23 08:32:15,math,0.7
2255,7,31,2020-03-23 08:48:55,math,0.5
2256,5,30,2020-03-23 09:05:35,math,1.5
2257,4,2,2020-03-23 09:22:15,biology,0.7
2258,8,3,2020-03-23 09:38:55,math,2.9
2259,7,31,2020-03-23 09:55:35,math,1.5
2260,6,14,2020-03-23 10:12:15,math,0.7
2261,4,2,2020-03-23 10:28:55,math,3.0
2262,5,30,2020-03-23 10:45:35,math,0.5
2263,4,2,2020-03-23 11:02:15,math,3.0
2264,7,31,2020-03-23 11:18:55,math,2.9
2265,2,19,2020-03-23 11:35:35,math,0.7
2266,1,15,2020-03-23 11:52:15,biology,2.9
2267,6,14,2020-03-23 12:08:55,math,3.0
2268,2,19,2020-03-23 12:25:35,math,1.5
2269,3,39,2020-03-23 12:42:15,math,1.5
2270,2,19,2020-03-23 12:58:55,math,2.9
2271,0,35,2020-03-23 13:15:35,biology,3.0
2272,8,3,2020-03-23 13:32:15,math,0.7
2273,4,2,2020-03-23 13:48:55,math,1.5
2274,6,14,2020-03-23 14:05:35,math,1.5
2275,6,14,2020-03-23 14:22:15,math,0.5
2276,5,30,2020-03-23 14:38:55,math,0.7
2277,4,2,2020-03-23 14:55:35,math,1.5
2278,7,31,2020-03-23 15:12:15,math,2.9
2279,1,15,2020-03-23 15:28:55,math,2.9
2280,4,2,2020-03-23 15:45:35,math,1.5
2281,5,30,2020-03-23 16:02:15,math,3.0
2282,5,30,2020-03-23 16:18:55,math,0.7
2283,8,3,2020-03-23 16:35:35,math,3.0
2284,9,8,2020-03-23 16:52:15,math,1.5
2285,4,2,2020-03-23 17:08:55,biology,0.5
2286,1,15,2020-03-23 17:25:35,math,1.5
2287,3,39,2020-03-23 17:42:15,math,0.5
2288,2,19,2020-03-23 17:58:55,math,0.7
2289,0,35,2020-03-23 18:15:35,math,0.5
2290,7,31,2020-03-23 18:32:15,math,2.9
2291,5,30,2020-03-23 18:48:55,math,3.0
2292,3,39,2020-03-23 19:05:35,math,0.5
2293,1,15,2020-03-23 19:22:15,math,2.9
2294,3,39,2020-03-23 19:38:55,math,2.9
2295,6,14,2020-03-23 19:55:35,math,0.5
2296,2,19,2020-03-23 20:12:15,math,2.9
2297,7,31,2020-03-23 20:28:55,math,0.7
2298,8,3,2020-03-23 20:45:35,math,1.5
2299,4,2,2020-03-23 21:02:15,biology,2.9
2300,2,19,2020-03-23 21:18:55,math,2.9
2301,2,19,2020-03-23 21:35:35,math,0.5
2302,5,30,2020-03-23 21:52:15,math,0.5
2303,0,35,2020-03-23 22:08:55,math,0.7
2304,5,30,2020-03-23 22:25:35,math,0.7
2305,5,30,2020-03-23 22:42:15,math,0.5
2306,0,35,2020-03-23 22:58:55,math,1.5
2307,2,19,2020-03-23 23:15:35,math,0.7
2308,6,14,2020-03-23 23:32:15,math,0.7
2309,7,31,2020-03-23 23:48:55,math,3.0
2310,8,3,2020-03-24 00:05:35,math,0.5
2311,4,2,2020-03-24 00:22:15,math,1.5
2312,2,19,2020-03-24 00:38:55,math,3.0
2313,2,19,2020-03-24 00:55:35,math,0.5
2314,8,3,2020-03-24 01:12:15,math,2.9
2315,5,30,2020-03-24 01:28:55,math,3.0
2316,7,31,2020-03-24 01:45:35,math,3.0
2317,5,30,2020-03-24 02:02:15,math,0.7
2318,7,31,2020-03-24 02:18:55,math,0.7
2319,3,39,2020-03-24 02:35:35,math,3.0
2320,0,35,2020-03-24 02:52:15,math,0.5
2321,8,3,2020-03-24 03:08:55,math,3.0
2322,6,14,2020-03-24 03:25:35,math,2.9
2323,7,31,2020-03-24 03:42:15,math,1.5
2324,2,19,2020-03-24 03:58:55,math,2.9
2325,0,35,2020-03-24 04:15:35,biology,3.0
2326,3,39,2020-03-24 04:32:15,math,1.5
2327,9,8,2020-03-24 04:48:55,math,0.7
2328,5,30,2020-03-24 05:05:35,math,1.5
2329,3,39,2020-03-24 05:22:15,math,3.0
2330,3,39,2020-03-24 05:38:55,math,1.5
2331,4,2,2020-03-24 05:55:35,math,3.0
2332,2,19,2020-03-24 06:12:15,math,0.7
2333,5,30,2020-03-24 06:28:55,math,0.7
2334,8,3,2020-03-24 06:45:35,math,0.7
2335,8,3,2020-03-24 07:02:15,math,2.9
2336,2,19,2020-03-24 07:18:55,math,1.5
2337,1,15,2020-03-24 07:35:35,math,0.7
2338,4,2,2020-03-24 07:52:15,math,1.5
2339,6,14,2020-03-24 08:08:55,math,3.0
2340,4,2,2020-03-24 08:25:35,math,2.9
2341,0,35,2020-03-24 08:42:15,math,3.0
2342,5,30,2020-03-24 08:58:55,math,2.9
2343,8,3,2020-03-24 09:15:35,math,3.0
2344,1,15,2020-03-24 09:32:15,math,0.7
2345,6,14,2020-03-24 09:48:55,math,1.5
2346,3,39,2020-03-24 10:05:35,biology,3.0
2347,7,31,2020-03-24 10:22:15,biology,1.5
2348,6,14,2020-03-24 10:38:55,math,3.0
2349,9,8,2020-03-24 10:55:35,math,2.9
2350,8,3,2020-03-24 11:12:15,math,3.0
2351,5,30,2020-03-24 11:28:55,math,3.0
2352,0,35,2020-03-24 11:45:35,math,3.0
2353,7,31,2020-03-24 12:02:15,math,3.0
2354,0,35,2020-03-24 12:18:55,math,1.5
2355,4,2,2020-03-24 12:35:35,math,0.7
2356,1,15,2020-03-24 12:52:15,math,2.9
2357,7,31,2020-03-24 13:08:55,math,0.5
2358,0,35,2020-03-24 13:25:35,math,3.0
2359,7,31,2020-03-24 13:42:15,math,0.5
2360,6,14,2020-03-24 13:58:55,math,3.0
2361,7,31,2020-03-24 14:15:35,math,2.9
